rate,Submissions,cost per response
16,9,0.213333333
16,9,0.2
10,9,0.243333333
12,18,0.523333333
16,9,0.196666667
16,45,0.436666667
12,18,0.32
12,18,0.463333333
12,18,0.926666667
10,36,0.21
16,18,0.246666667
12,54,0.793333333
12,45,0.42
10,9,0.273333333
6,9,0.23
12,9,0.083333333
12,9,0.06
12,18,0.106666667
12,27,0.086666667
10,9,0.053333333
14,36,0.086666667
14,18,0.153333333
6,9,0.066666667
10,9,0.186666667
6,9,0.323333333
10,9,0.12
6,9,0.16
12,9,0.233333333
12,27,0.17
12,18,0.133333333
12,9,0.186666667
6,9,0.216666667
8,9,0.19
6,9,0.073333333
12,9,0.16
10,9,0.116666667
8,9,0.053333333
12,18,0.07
14,54,0.11
14,36,0.093333333
6,9,0.15
12,9,0.07
10,9,0.15
12,9,0.38
16,9,0.033333333
16,9,0.08
6,18,0.043333333
16,9,0.01
14,54,0.126666667
14,126,0.15
12,18,0.076666667
16,36,0.073333333
12,36,0.086666667
16,27,0.156666667
16,9,0.04
12,9,0.153333333
12,18,0.166666667
12,9,0.386666667
12,9,0.223333333
12,9,0.173333333
12,9,0.133333333
12,9,0.243333333
12,36,0.263333333
12,18,0.31
12,9,0.24
12,9,0.406666667
12,9,0.11
12,45,0.163333333
12,9,0.153333333
12,9,0.293333333
12,18,0.206666667
12,9,0.22
12,9,0.043333333
12,9,0.25
12,9,0.303333333
12,9,0.12
12,9,0.28
12,18,0.403333333
12,18,0.223333333
12,9,0.16
12,27,0.203333333
6,9,0.086666667
10,9,0.453333333
6,9,0.256666667
6,9,0.25
12,9,0.236666667
12,81,0.3
12,9,0.256666667
12,18,0.196666667
12,18,0.3
12,9,0.213333333
12,9,0.213333333
12,18,0.2
10,9,0.273333333
10,18,0.103333333
10,9,0.133333333
12,9,0.05
12,9,0.123333333
10,27,0.136666667
10,18,0.06
10,18,0.106666667
10,18,0.1
10,9,0.123333333
10,27,0.106666667
10,36,0.133333333
10,45,0.153333333
10,9,0.083333333
10,18,0.103333333
10,9,0.116666667
12,9,0.186666667
10,45,0.123333333
6,9,0.173333333
6,9,0.166666667
10,72,0.056666667
6,9,0.083333333
16,9,0.07
10,9,0.36
6,9,0.236666667
2,9,0.17
6,9,0.153333333
12,18,0.36
12,18,0.536666667
12,9,0.05
12,9,0.196666667
12,9,0.203333333
12,9,0.18
12,18,0.166666667
12,36,0.113333333
10,9,0.276666667
12,9,0.183333333
10,9,0.013333333
12,18,0.086666667
12,18,0.213333333
12,18,0.17
12,18,0.17
12,9,0.146666667
12,9,0.19
12,9,0.146666667
10,9,0.14
12,81,0.2
12,9,0.03
12,36,0.156666667
12,9,0.146666667
4,9,0.13
16,9,0.356666667
16,9,0.046666667
12,18,0.186666667
12,54,0.15
12,54,0.076666667
16,9,0.036666667
16,9,0.12
16,9,0.043333333
16,27,0.076666667
16,54,0.096666667
6,9,0.053333333
6,18,0.103333333
12,9,0.15
12,9,0.233333333
10,36,0.063333333
10,36,0.07
14,9,0.046666667
10,9,0.06
10,27,0.056666667
14,18,0.036666667
12,18,0.05
8,9,0.256666667
8,9,0.213333333
8,9,0.276666667
8,9,0.18
10,9,0.066666667
10,9,0.176666667
10,36,0.173333333
2,9,0.256666667
8,9,0.23
10,9,0.143333333
8,9,0.3
8,18,0.13
10,9,0.29
6,9,0.4
8,9,0.126666667
10,18,0.053333333
12,9,0.13
10,18,0.026666667
10,9,0.066666667
10,9,0.06
10,9,0.04
10,36,0.086666667
2,9,0.356666667
6,9,0.156666667
10,36,0.033333333
12,9,0.05
12,9,0.253333333
6,9,0.493333333
10,9,0.046666667
10,9,0.04
10,9,0.146666667
10,18,0.073333333
16,9,0.186666667
12,9,0.113333333
6,9,0.346666667
6,27,0.036666667
6,9,0.183333333
2,9,0.106666667
6,9,0.093333333
12,9,0.066666667
10,9,0.083333333
10,99,0.113333333
12,9,0.186666667
12,9,0.333333333
10,9,0.183333333
10,9,0.096666667
12,9,0.36
10,9,0.186666667
10,9,0.143333333
14,9,0.1
10,27,0.093333333
12,45,0.076666667
12,27,0.106666667
10,9,0.073333333
10,90,0.05
10,9,0.02
14,9,0.096666667
10,9,0.213333333
6,27,0.276666667
12,9,0.2
12,9,0.393333333
12,27,0.16
10,36,0.056666667
10,9,0.1
10,9,0.203333333
10,81,0.133333333
4,9,0.086666667
4,45,0.136666667
4,18,0.076666667
8,9,0.12
6,9,0.443333333
6,9,0.096666667
10,18,0.143333333
12,45,0.116666667
12,9,0.166666667
10,81,0.103333333
10,54,0.14
12,9,0.346666667
12,9,0.3
12,9,0.063333333
10,18,0.15
10,27,0.096666667
10,54,0.08
10,45,0.123333333
10,9,0.143333333
10,9,0.09
12,9,0.1
10,9,0.1
12,9,0.186666667
12,9,0.14
6,9,0.153333333
2,9,0.146666667
6,9,0.046666667
2,9,0.13
6,9,0.076666667
6,9,0.036666667
16,9,0.053333333
10,9,0.083333333
10,9,0.083333333
10,18,0.213333333
10,9,0.176666667
10,36,0.103333333
10,36,0.096666667
12,9,0.096666667
12,9,0.21
10,9,0.056666667
10,9,0.043333333
12,9,0.133333333
12,18,0.153333333
12,9,0.073333333
16,27,0.09
16,18,0.016666667
14,36,0.133333333
14,189,0.11
16,36,0.096666667
14,9,0.09
6,9,0.08
12,63,0.096666667
14,63,0.14
14,9,0.056666667
16,9,0.006666667
16,18,0.056666667
16,36,0.063333333
12,63,0.07
16,18,0.036666667
14,36,0.126666667
16,9,0.04
16,9,0.153333333
14,135,0.14
10,9,0.056666667
14,36,0.12
14,9,0.06
10,9,0.196666667
16,18,0.106666667
14,72,0.066666667
14,9,0.02
14,9,0.073333333
14,36,0.096666667
14,27,0.07
8,9,0.153333333
8,9,0.3
8,18,0.113333333
6,9,0.06
8,9,0.14
8,9,0.133333333
12,9,0.066666667
12,9,0.436666667
10,9,0.453333333
10,9,0.136666667
6,9,0.49
6,18,0.063333333
8,9,0.083333333
14,9,0.04
14,9,0.06
12,18,0.103333333
10,54,0.06
10,9,0.163333333
14,9,0.076666667
14,27,0.053333333
14,9,0.053333333
14,9,0.103333333
10,9,0.066666667
12,18,0.106666667
12,9,0.1
6,9,0.246666667
10,9,0.123333333
10,18,0.156666667
6,18,0.18
10,18,0.166666667
10,18,0.256666667
10,9,0.08
10,9,0.22
10,9,0.52
10,9,0.313333333
10,9,0.356666667
10,18,0.213333333
10,27,0.19
10,9,0.173333333
10,18,0.366666667
10,9,0.193333333
10,18,0.126666667
10,9,0.023333333
10,9,0.25
10,18,0.2
10,9,0.536666667
10,9,0.083333333
10,9,0.173333333
10,9,0.3
10,9,0.373333333
10,9,0.153333333
10,18,0.143333333
10,18,0.223333333
10,18,0.19
10,27,0.186666667
10,9,0.29
10,9,0.11
10,9,0.293333333
10,18,0.26
10,9,0.08
10,9,0.273333333
10,9,0.243333333
10,9,0.38
2,9,0.146666667
10,9,0.11
10,9,0.186666667
10,9,0.126666667
6,9,0.1
6,9,0.11
10,9,0.24
10,9,0.29
10,9,0.056666667
2,9,0.166666667
2,9,0.153333333
6,9,0.38
10,18,0.2
10,18,0.24
2,9,0.236666667
10,9,0.283333333
2,9,0.07
2,9,0.203333333
6,9,0.083333333
10,9,0.133333333
10,36,0.183333333
6,9,0.016666667
10,9,0.196666667
10,9,0.046666667
2,9,0.153333333
6,27,0.273333333
10,27,0.283333333
10,9,0.203333333
10,9,0.243333333
6,9,0.106666667
2,36,0.136666667
2,801,0.303333333
6,909,0.266666667
6,918,0.243333333
6,45,0.18
2,405,0.143333333
6,153,0.18
6,72,0.176666667
6,180,0.11
2,1575,0.32
2,747,0.233333333
6,918,0.243333333
2,72,0.183333333
6,351,0.243333333
2,369,0.233333333
6,1044,0.223333333
6,981,0.243333333
6,864,0.26
6,90,0.17
2,648,0.286666667
2,243,0.276666667
2,360,0.246666667
2,441,0.223333333
2,621,0.243333333
2,918,0.303333333
6,657,0.273333333
6,1062,0.22
2,225,0.193333333
2,765,0.3
2,540,0.256666667
2,360,0.373333333
2,513,0.25
6,684,0.306666667
2,468,0.16
6,198,0.13
2,315,0.223333333
2,369,0.263333333
10,9,0.206666667
2,18,0.21
2,1359,0.35
2,594,0.326666667
2,405,0.273333333
6,117,0.14
6,180,0.206666667
2,333,0.163333333
6,180,0.14
6,171,0.14
2,909,0.323333333
2,630,0.256666667
2,783,0.28
2,333,0.26
2,36,0.203333333
6,252,0.136666667
6,90,0.123333333
6,837,0.22
6,936,0.243333333
6,126,0.11
6,90,0.143333333
2,711,0.293333333
2,414,0.266666667
6,135,0.143333333
6,243,0.176666667
2,675,0.366666667
6,711,0.246666667
6,1071,0.216666667
2,369,0.163333333
6,90,0.13
2,783,0.333333333
2,378,0.32
10,9,0.1
10,9,0.276666667
6,9,0.55
10,9,0.12
10,9,0.466666667
6,9,0.36
2,9,0.063333333
10,9,0.6
6,9,0.266666667
10,27,0.223333333
2,9,0.14
6,9,0.4
10,18,0.2
6,18,0.133333333
6,9,0.19
10,9,0.266666667
10,9,0.386666667
6,9,0.176666667
6,27,0.07
10,9,0.173333333
10,9,0.146666667
6,9,0.113333333
2,9,0.123333333
2,36,0.196666667
6,207,0.14
2,837,0.286666667
2,1197,0.346666667
6,801,0.263333333
2,333,0.22
6,72,0.12
2,1071,0.323333333
2,603,0.35
2,495,0.3
6,981,0.22
6,18,0.143333333
2,837,0.273333333
2,720,0.31
2,396,0.346666667
6,900,0.256666667
6,882,0.253333333
6,810,0.276666667
2,441,0.166666667
2,765,0.186666667
6,126,0.12
6,108,0.156666667
2,441,0.27
2,9,0.193333333
2,45,0.096666667
2,756,0.32
2,486,0.253333333
2,216,0.3
2,513,0.296666667
2,45,0.16
6,108,0.143333333
6,126,0.093333333
6,981,0.226666667
6,720,0.236666667
6,1089,0.206666667
2,963,0.313333333
2,522,0.3
2,351,0.24
2,387,0.313333333
6,594,0.253333333
6,18,0.12
2,360,0.153333333
6,207,0.13
6,27,0.166666667
2,837,0.263333333
6,1134,0.206666667
6,117,0.23
6,144,0.153333333
6,144,0.136666667
2,45,0.15
6,216,0.173333333
6,144,0.133333333
6,378,0.14
6,99,0.13
2,315,0.266666667
2,270,0.35
6,855,0.273333333
6,135,0.203333333
6,81,0.186666667
6,585,0.24
2,639,0.263333333
6,162,0.13
6,36,0.1
2,1188,0.293333333
2,792,0.25
2,819,0.34
6,9,0.123333333
6,9,0.29
6,9,0.063333333
6,9,0.36
6,18,0.063333333
6,9,0.096666667
6,9,0.043333333
6,9,0.4
6,9,0.11
6,27,0.373333333
6,9,0.103333333
6,9,0.056666667
6,9,0.103333333
6,9,0.363333333
10,9,0.11
6,9,0.08
6,9,0.133333333
6,9,0.13
6,9,0.146666667
6,9,0.253333333
6,9,0.113333333
6,9,0.273333333
6,9,0.09
6,9,0.15
6,9,0.4
16,9,0.163333333
10,225,0.153333333
6,81,0.146666667
2,441,0.526666667
6,9,0.133333333
10,9,0.24
10,18,0.16
6,9,0.506666667
6,162,0.156666667
10,81,0.12
6,315,0.723333333
6,378,0.653333333
10,9,0.06
10,27,0.106666667
10,63,0.113333333
6,36,0.21
6,234,0.46
6,513,1.073333333
10,9,0.053333333
6,9,0.406666667
6,9,0.29
10,99,0.13
6,207,0.2
6,342,0.513333333
10,153,0.16
10,81,0.146666667
6,216,0.163333333
6,81,0.18
6,522,0.7
6,720,0.643333333
2,288,0.386666667
6,72,0.173333333
10,18,0.076666667
10,9,0.026666667
6,216,0.193333333
6,315,0.526666667
2,378,0.356666667
6,477,1.123333333
10,54,0.193333333
2,180,0.203333333
6,117,0.16
6,126,0.126666667
6,90,0.156666667
6,441,0.593333333
6,279,1.133333333
6,99,0.233333333
10,81,0.193333333
10,144,0.18
6,72,0.15
6,459,0.58
2,243,0.523333333
6,576,0.906666667
10,45,0.23
6,99,0.236666667
6,36,0.15
6,333,0.606666667
6,405,0.496666667
6,423,0.646666667
10,27,0.113333333
6,693,0.636666667
2,783,0.29
2,783,0.29
2,585,0.296666667
2,441,0.346666667
6,90,0.166666667
6,72,0.14
2,360,0.226666667
2,531,0.27
2,378,0.373333333
6,801,0.246666667
2,837,0.3
2,783,0.31
2,684,0.28
2,279,0.236666667
2,486,0.193333333
2,720,0.263333333
2,648,0.293333333
2,468,0.356666667
6,981,0.236666667
6,342,0.19
2,810,0.266666667
2,297,0.25
2,576,0.323333333
6,819,0.28
6,126,0.16
6,1053,0.233333333
6,1053,0.213333333
6,864,0.233333333
2,342,0.173333333
6,144,0.096666667
2,927,0.273333333
2,792,0.323333333
2,585,0.173333333
6,126,0.096666667
2,396,0.246666667
2,594,0.33
6,1053,0.216666667
6,144,0.14
2,567,0.303333333
2,324,0.253333333
2,459,0.296666667
2,432,0.303333333
6,234,0.136666667
2,1224,0.236666667
2,252,0.256666667
6,711,0.22
6,648,0.243333333
6,945,0.24
6,252,0.143333333
2,1251,0.323333333
2,693,0.303333333
2,315,0.293333333
2,27,0.243333333
6,765,0.223333333
6,639,0.243333333
6,270,0.15
2,351,0.253333333
6,756,0.233333333
6,909,0.233333333
12,9,0.273333333
6,126,0.25
6,9,0.293333333
10,9,0.04
6,18,0.123333333
10,9,0.063333333
10,9,0.156666667
6,9,0.51
10,18,0.22
6,9,0.46
6,9,0.346666667
2,27,0.393333333
2,18,0.16
6,9,0.203333333
6,9,0.076666667
6,9,0.116666667
10,18,0.22
6,18,0.153333333
6,432,0.673333333
6,522,0.646666667
6,162,0.766666667
10,45,0.16
6,306,0.37
10,36,0.173333333
6,99,0.183333333
6,234,0.456666667
10,108,0.243333333
10,234,0.3
6,45,0.163333333
10,108,0.186666667
6,207,0.406666667
6,594,0.523333333
10,18,0.106666667
10,198,0.223333333
2,351,0.536666667
6,540,0.613333333
10,18,0.12
10,81,0.243333333
6,72,0.166666667
10,27,0.233333333
10,27,0.083333333
10,108,0.126666667
6,504,0.54
6,36,0.226666667
10,90,0.15
6,369,0.483333333
6,270,0.55
6,414,0.97
6,387,0.953333333
6,396,0.923333333
10,99,0.283333333
6,180,0.27
6,63,0.16
10,90,0.156666667
10,63,0.133333333
10,144,0.19
6,108,0.16
6,45,0.153333333
6,387,0.886666667
10,27,0.096666667
6,126,0.196666667
6,180,0.606666667
10,9,0.06
6,369,0.503333333
6,504,0.806666667
6,450,0.563333333
6,396,0.696666667
10,36,0.076666667
12,9,0.176666667
10,9,0.206666667
10,9,0.166666667
6,36,0.203333333
6,513,0.97
6,9,0.47
6,540,0.713333333
6,72,0.21
10,36,0.326666667
10,9,0.06
10,153,0.23
6,18,1.003333333
6,99,0.106666667
10,333,0.163333333
6,18,0.216666667
6,90,0.22
6,36,0.203333333
10,117,0.21
6,9,1.223333333
10,9,0.086666667
10,9,0.216666667
10,54,0.08
10,243,0.206666667
10,162,0.17
6,108,0.216666667
6,459,0.986666667
6,423,1.173333333
6,414,1.016666667
10,18,0.103333333
10,36,0.09
10,9,0.133333333
10,45,0.07
2,81,0.176666667
6,99,0.126666667
6,450,0.966666667
10,90,0.226666667
10,81,0.166666667
6,378,0.546666667
6,477,0.646666667
6,594,0.72
6,360,1.01
10,18,0.163333333
6,81,0.203333333
2,450,0.46
6,27,0.22
10,99,0.13
10,90,0.14
6,423,0.516666667
6,297,0.823333333
10,9,0.343333333
6,324,0.763333333
10,144,0.226666667
6,108,0.19
2,108,0.183333333
6,414,0.543333333
10,153,0.28
10,18,0.35
10,9,0.25
10,9,0.43
10,9,0.366666667
10,9,0.186666667
10,9,0.323333333
6,9,0.123333333
10,9,0.396666667
10,9,0.52
6,9,0.143333333
2,9,0.19
10,9,0.2
2,9,0.223333333
2,9,0.336666667
2,9,0.603333333
2,9,0.426666667
2,9,0.166666667
6,9,0.366666667
2,9,0.11
2,9,0.163333333
2,9,0.146666667
6,9,0.79
2,18,0.243333333
6,18,0.166666667
6,9,0.146666667
6,27,0.203333333
6,9,0.13
2,9,0.233333333
2,9,0.2
6,9,0.28
6,9,0.22
10,9,0.11
16,9,0.106666667
6,9,0.36
6,9,0.333333333
6,9,0.363333333
6,9,0.283333333
6,9,0.343333333
6,9,0.33
6,9,0.253333333
6,9,0.12
6,18,0.13
6,9,0.276666667
6,9,0.36
6,18,0.203333333
12,9,0.343333333
10,45,0.086666667
10,63,0.096666667
6,117,0.153333333
6,108,0.143333333
6,99,0.136666667
6,99,0.19
6,72,0.216666667
6,99,0.233333333
6,288,0.453333333
2,477,0.46
6,369,0.506666667
10,234,0.353333333
10,189,0.183333333
6,252,0.48
6,342,0.4
2,261,0.49
16,27,0.203333333
12,9,0.303333333
6,9,0.596666667
10,36,0.156666667
2,81,0.203333333
2,315,0.346666667
6,333,0.513333333
6,477,0.593333333
10,27,0.086666667
10,117,0.13
2,207,0.183333333
6,396,0.663333333
6,378,0.53
6,612,0.53
10,9,0.086666667
10,198,0.2
6,162,0.176666667
6,63,0.143333333
10,18,0.27
6,423,0.73
6,144,0.98
10,81,0.173333333
12,9,0.07
6,324,0.76
6,360,0.596666667
6,504,0.563333333
6,531,0.913333333
10,153,0.23
10,9,0.446666667
6,81,0.216666667
6,468,0.87
6,225,0.87
10,9,0.11
10,9,0.123333333
10,36,0.166666667
10,63,0.183333333
6,486,0.546666667
6,360,0.533333333
6,495,0.496666667
6,297,1.206666667
6,468,0.493333333
6,567,0.67
2,621,0.26
2,801,0.286666667
2,909,0.346666667
2,594,0.296666667
6,63,0.196666667
2,450,0.223333333
2,972,0.296666667
2,837,0.323333333
2,414,0.233333333
2,558,0.346666667
6,666,0.303333333
6,9,0.163333333
6,9,0.296666667
6,9,0.46
6,18,0.206666667
6,9,0.016666667
10,9,0.106666667
2,9,0.066666667
10,9,0.133333333
10,9,0.17
2,9,0.073333333
2,9,0.153333333
2,9,0.33
2,9,0.55
10,9,0.36
10,18,0.29
10,18,0.193333333
10,45,0.356666667
10,9,0.133333333
10,9,0.356666667
10,27,0.23
10,9,0.133333333
6,9,0.123333333
2,18,0.453333333
2,18,0.323333333
6,9,0.13
10,9,0.083333333
2,9,0.193333333
10,9,0.076666667
2,9,0.26
6,9,0.333333333
6,9,0.41
6,9,0.486666667
6,9,0.096666667
6,9,0.183333333
6,9,0.06
6,9,0.313333333
6,9,0.043333333
10,9,0.213333333
10,9,0.14
10,9,0.296666667
10,9,0.25
10,9,0.136666667
10,9,0.096666667
10,9,0.166666667
10,9,0.156666667
12,9,0.203333333
10,9,0.313333333
2,9,0.206666667
6,9,0.313333333
6,9,0.21
6,9,0.08
6,9,0.26
6,9,0.256666667
2,9,0.216666667
2,126,0.243333333
2,9,0.15
2,9,0.353333333
6,9,0.706666667
6,9,0.33
6,9,0.846666667
6,9,0.123333333
6,9,0.163333333
6,9,0.143333333
6,9,0.12
6,9,0.133333333
2,9,0.173333333
10,9,0.296666667
10,18,0.493333333
12,18,0.146666667
10,9,0.193333333
10,9,0.336666667
10,18,0.273333333
10,9,0.19
10,18,0.193333333
10,36,0.19
10,9,0.186666667
6,9,0.286666667
10,18,0.226666667
10,9,0.046666667
6,9,0.126666667
10,9,0.066666667
2,9,0.14
10,9,0.406666667
10,9,0.23
10,18,0.186666667
10,18,0.316666667
10,9,0.376666667
10,18,0.38
6,9,0.323333333
6,747,0.626666667
6,558,0.523333333
10,54,0.193333333
10,27,0.09
6,9,1.036666667
12,9,0.353333333
10,9,0.863333333
6,9,0.72
6,9,0.29
6,18,0.536666667
6,9,1.276666667
6,9,0.173333333
6,477,0.783333333
6,387,1.063333333
6,9,0.186666667
6,9,0.31
10,9,0.353333333
6,9,0.123333333
6,9,0.17
10,9,0.22
6,9,0.17
6,9,0.23
10,9,0.276666667
10,9,0.196666667
6,9,0.086666667
6,18,0.203333333
6,9,0.203333333
6,9,0.54
6,9,0.173333333
6,9,0.11
6,9,0.246666667
6,18,0.38
6,9,0.2
6,9,0.706666667
10,9,0.423333333
6,9,0.383333333
2,9,0.45
6,9,0.34
10,18,0.23
6,9,0.063333333
6,18,0.16
2,54,0.383333333
2,9,0.243333333
2,162,0.293333333
6,81,0.253333333
2,54,0.223333333
2,180,0.213333333
2,315,0.34
2,189,0.3
6,18,0.183333333
6,72,0.203333333
6,9,0.103333333
2,171,0.276666667
2,63,0.293333333
6,54,0.183333333
6,9,0.226666667
6,9,0.27
6,9,0.216666667
6,9,0.203333333
6,18,0.266666667
6,9,0.216666667
10,9,0.156666667
6,387,0.236666667
6,279,0.206666667
6,9,0.233333333
6,27,0.136666667
6,27,0.193333333
2,9,0.113333333
2,36,0.213333333
2,18,0.3
6,135,0.246666667
2,54,0.21
2,126,0.293333333
6,9,0.32
6,18,0.126666667
10,9,0.216666667
10,9,0.076666667
6,18,0.303333333
10,9,0.25
10,9,0.396666667
12,9,0.14
6,9,0.246666667
6,9,0.243333333
6,9,0.21
2,9,0.166666667
6,9,0.12
6,9,0.216666667
12,9,0.376666667
6,9,0.193333333
10,9,0.56
10,9,0.233333333
10,9,0.013333333
2,9,0.173333333
6,36,0.226666667
6,36,0.31
2,27,0.24
2,9,0.176666667
2,9,0.216666667
6,9,0.226666667
6,9,0.18
6,9,0.446666667
6,9,0.463333333
10,9,0.373333333
10,9,0.183333333
10,9,0.293333333
2,18,0.173333333
2,9,0.153333333
6,27,0.306666667
6,9,0.313333333
2,18,0.123333333
6,18,0.193333333
2,9,0.18
10,9,0.306666667
10,9,0.17
10,27,0.34
10,9,0.136666667
10,9,0.513333333
10,9,0.083333333
10,9,0.283333333
10,9,0.083333333
10,9,0.216666667
10,9,0.346666667
6,9,0.21
12,36,0.203333333
12,45,0.293333333
12,27,0.213333333
12,18,0.23
12,18,0.246666667
10,27,0.193333333
12,18,0.286666667
10,9,0.233333333
6,9,0.126666667
10,27,0.296666667
10,9,0.36
10,9,0.276666667
10,9,0.03
12,45,0.12
12,9,0.163333333
12,36,0.22
10,9,0.54
10,9,0.403333333
10,9,0.113333333
10,9,0.086666667
6,9,0.2
10,9,0.24
2,9,0.273333333
10,9,0.246666667
10,18,0.2
10,9,0.15
10,9,0.22
10,9,0.116666667
10,9,0.136666667
10,9,0.106666667
6,9,0.133333333
10,18,0.236666667
10,9,0.07
2,9,0.253333333
10,9,0.14
2,9,0.29
2,18,0.293333333
6,9,0.26
6,9,0.066666667
10,18,0.126666667
12,9,0.5
12,18,0.076666667
2,9,0.26
6,9,0.613333333
2,9,0.226666667
6,9,0.586666667
10,9,0.643333333
6,9,0.47
6,9,0.473333333
6,9,0.093333333
2,9,0.346666667
6,63,0.233333333
6,36,0.126666667
6,18,0.166666667
6,99,0.29
12,9,0.126666667
12,9,0.386666667
12,9,0.353333333
12,9,0.236666667
12,9,0.2
12,9,0.046666667
12,9,0.206666667
2,9,0.19
10,9,0.076666667
6,18,0.233333333
6,9,0.103333333
6,9,0.27
6,9,0.156666667
2,90,0.233333333
10,18,0.086666667
6,9,0.413333333
6,18,0.36
6,9,0.173333333
6,18,0.373333333
6,36,0.24
6,9,0.503333333
2,18,0.38
2,18,0.24
2,36,0.323333333
2,45,0.383333333
2,18,0.126666667
6,126,0.18
6,27,0.126666667
6,117,0.183333333
6,9,0.066666667
6,45,0.166666667
2,63,0.233333333
2,27,0.273333333
2,63,0.333333333
6,63,0.16
2,9,0.12
6,9,0.336666667
6,9,0.17
6,9,0.096666667
6,9,0.156666667
6,18,0.08
10,9,0.2
10,9,0.193333333
10,9,0.283333333
6,9,0.11
6,9,0.066666667
6,9,0.296666667
6,9,0.326666667
6,9,0.333333333
6,9,0.596666667
12,9,0.226666667
10,9,0.26
6,18,0.233333333
6,9,0.326666667
6,9,0.526666667
12,9,0.98
10,9,0.143333333
10,9,0.236666667
12,9,0.313333333
12,9,0.23
10,9,0.156666667
14,9,0.036666667
12,9,0.216666667
12,9,0.136666667
10,9,0.586666667
10,18,0.656666667
6,9,0.283333333
10,9,0.496666667
2,9,0.133333333
10,18,0.246666667
10,9,0.17
12,9,0.203333333
6,27,0.306666667
10,27,0.173333333
6,9,0.236666667
12,18,0.396666667
6,9,0.296666667
12,9,0.29
2,18,0.08
10,9,0.146666667
12,9,0.226666667
10,9,0.66
6,522,0.376666667
6,189,0.23
6,54,0.153333333
6,36,0.166666667
10,9,0.146666667
12,9,0.11
10,9,0.213333333
10,9,0.213333333
2,9,0.373333333
12,9,0.22
6,18,0.143333333
6,99,0.226666667
2,9,0.283333333
6,306,0.33
6,288,0.23
6,90,0.193333333
6,18,0.373333333
6,27,0.176666667
2,27,0.356666667
2,18,0.296666667
2,36,0.343333333
2,306,0.29
2,27,0.263333333
6,342,0.23
6,9,0.276666667
6,72,0.32
2,9,0.05
6,9,0.446666667
6,9,0.14
6,9,0.243333333
6,9,0.216666667
10,9,0.143333333
6,9,0.253333333
4,9,0.31
6,9,0.246666667
10,9,0.206666667
10,9,0.523333333
10,9,0.373333333
10,9,0.363333333
10,18,0.116666667
10,9,0.356666667
10,18,0.44
10,18,0.07
12,9,0.066666667
10,18,0.1
12,9,0.25
12,9,0.56
12,9,0.213333333
12,9,0.183333333
2,9,0.276666667
6,18,0.623333333
2,63,0.256666667
2,36,0.216666667
2,45,0.22
6,369,0.296666667
10,9,0.316666667
6,63,0.166666667
6,126,0.16
6,27,0.2
10,9,0.34
6,9,0.083333333
2,90,0.303333333
2,72,0.23
6,306,0.233333333
6,81,0.173333333
10,9,0.193333333
10,9,0.273333333
10,9,0.446666667
10,9,0.366666667
2,9,0.143333333
6,9,0.403333333
10,9,0.103333333
2,9,0.57
6,9,0.12
6,9,0.343333333
6,9,0.25
6,9,0.28
6,18,0.66
10,9,0.05
2,9,1.073333333
6,9,0.14
12,9,0.436666667
10,9,0.16
10,9,0.08
10,9,0.26
12,9,0.273333333
10,9,0.23
10,9,0.18
6,9,0.056666667
10,36,0.19
10,9,0.393333333
10,9,0.083333333
6,9,0.356666667
6,9,0.29
10,18,0.213333333
10,9,0.246666667
6,9,0.223333333
6,9,0.273333333
6,9,0.62
6,9,0.59
6,9,0.253333333
6,9,0.396666667
6,9,0.79
6,9,0.09
10,9,0.18
14,9,0.053333333
6,9,0.166666667
6,9,0.16
6,9,0.033333333
6,9,0.26
6,27,0.206666667
6,9,0.333333333
6,9,0.383333333
6,9,0.356666667
6,9,0.203333333
6,9,0.226666667
6,9,0.43
6,9,0.403333333
6,9,0.356666667
6,9,0.233333333
6,9,0.62
10,9,0.166666667
10,27,0.256666667
6,9,0.21
10,9,0.233333333
6,9,0.2
6,9,0.443333333
10,9,0.173333333
14,486,0.316666667
12,18,0.36
12,63,0.313333333
12,9,0.983333333
6,216,0.316666667
6,27,0.626666667
6,9,0.506666667
6,9,0.653333333
10,45,0.346666667
10,18,0.336666667
10,72,0.396666667
10,45,0.27
10,27,0.27
12,513,0.346666667
12,9,0.003333333
14,9,0.64
14,9,0.633333333
12,18,0.216666667
10,9,0.09
10,9,0.366666667
10,18,0.183333333
10,18,0.223333333
6,9,0.373333333
16,9,0.17
14,9,0.386666667
14,9,0.336666667
14,27,0.376666667
10,108,0.33
10,45,0.44
10,45,0.226666667
12,45,0.87
14,9,0.193333333
10,72,0.333333333
10,36,0.306666667
14,306,0.296666667
10,9,0.143333333
10,9,0.056666667
10,9,0.213333333
10,9,0.17
10,9,0.44
6,9,0.21
2,9,0.256666667
2,9,0.486666667
6,36,0.223333333
6,18,0.4
6,27,0.276666667
6,9,0.186666667
10,9,0.233333333
2,27,0.236666667
6,9,0.15
6,9,0.113333333
10,9,0.203333333
6,9,0.273333333
6,27,0.2
6,9,0.346666667
6,9,0.68
2,9,0.273333333
6,9,0.376666667
6,9,0.39
12,9,0.066666667
6,9,0.126666667
6,9,0.196666667
6,9,0.076666667
10,9,0.103333333
10,18,0.273333333
12,9,0.506666667
12,9,0.226666667
12,27,0.39
2,9,0.196666667
2,9,0.196666667
6,9,0.143333333
6,18,0.15
6,9,0.123333333
6,18,0.216666667
6,27,0.186666667
2,9,0.146666667
